,Date,User,Tweet,Likes,Hashtags,Language
456,2021-09-16 02:28:41+00:00,cthrngnl,waste of tuition amputa hahaha mama niyo yung totoong waste of tuition ay yung misc fees na di naman namin nagagamit kasi online class!!! fax onli,0,,tl
457,2021-09-15 17:57:17+00:00,Jabigan14,Ngayon na lang ulit ako nakatulog ng gantong oras 1:56am HAHAHA online class pa mamaya,0,,tl
458,2021-09-15 17:05:08+00:00,gieperalta_,"is it the 'law school' or is it the 'online class' ???

or both. I'm tired 😪",1,,en
459,2021-09-15 12:44:05+00:00,elwaaay18,Dili pani mao ang among online class pero gibati nako og ka stress,0,,tl
460,2021-09-15 09:19:22+00:00,itsmejomartiie,Kaya ayaw kona mag online class ako palagi unang tinatawag sa recitation.,0,,tl
461,2021-09-15 06:30:48+00:00,AyeePeamapol,Online class na nga lang nagkatamaran pa pumasok HAHAHAHA,0,,tl
462,2021-09-15 03:49:53+00:00,DiapsJie,Online class plus tutor it's really sucks!!!,0,,en
463,2021-09-15 03:22:04+00:00,gannea07,Chill Wednesday. Walang online class mga bata. #workmode https://t.co/rIDCruhkN7,0,['workmode'],tl
464,2021-09-15 01:32:07+00:00,liajeee,tangina man diay ning kita kag nag online class nya palutuon nimo yawa wa nalng unta ko ninyo gipa skwela bullshit,1,,tl
465,2021-09-15 00:33:38+00:00,AeonRed_,Haguas online class uy!,0,,en
466,2021-09-15 00:32:40+00:00,Carl_Alcntr,Online class pa😴😴 https://t.co/zl688ggUJx,0,,en
467,2021-09-14 23:45:30+00:00,JaynezaTakukin2,Hays uy. Ka hustle sa online class,0,,tl
468,2021-09-14 16:10:27+00:00,jhntrryy,Diko na alam pano iraraos tong online class na'to! Nakaka stress. Opo!,0,,tl
469,2021-09-14 12:14:27+00:00,bekslara,"Captured right after the online class...

#creatinglifeschampions @ Lemery Colleges https://t.co/YO9pSoxqEr",0,['creatinglifeschampions'],en
470,2021-09-14 11:32:26+00:00,trishhtndyn,Na stress man kaha ko miskan online class lang. Loaded pa moreeeee,0,,tl
471,2021-09-14 11:30:10+00:00,roldanfandino_,online class vibes😊😊😊 https://t.co/7aqB6jwhwd,1,,en
472,2021-09-14 09:41:52+00:00,_bleyth,Online Class ampanget mo ka bonding putchaaa HAHAHAHAHAHA,2,,tl
473,2021-09-14 09:17:28+00:00,5875452623MZ,Sakit ng ulo ko sa online class,0,,tl
474,2021-09-14 09:05:24+00:00,itselaineeeee,Ang sakit sa bungo nung 2 online class na magkasunod? Paano pa kaya ung mga prof ko sa TCP na 2-3 hrs duration? Saludo pk ako sa inyo 😭😭😭👍,1,,tl
475,2021-09-14 08:46:33+00:00,normjadumas,"Marites 101

Kinsa ning STEM student, nga ni sulod sa akong online class na ang zoom background iyang…🤔 makita sa picture na happy kaayo ang estudyante 🙈 HAHAHAHAHAHA https://t.co/RnOUU7USUn",38,,tl
476,2021-09-14 08:33:10+00:00,imstephaniey,pampagana mag online class https://t.co/fl7N6G0fTh,1,,tl
477,2021-09-14 06:54:49+00:00,iamkahLayd,@shillertahid PC for online class 😢,0,,en
478,2021-09-14 02:55:53+00:00,rheeracky24,puro online class pa naman ako todaaaay 🥴🤧,1,,tl
479,2021-09-14 01:50:05+00:00,xxx_dumpacc,"late na ko nagising , di agad naka attend ng online class HAHAHA",2,,tl
480,2021-09-14 01:46:19+00:00,userrr0729,kung hindi lang talaga online class matagal na kong nag deac sa lahat ng accounts ko,0,,tl
481,2021-09-13 16:09:23+00:00,yrhrrypttr,"Kulang sa tulog, hindi makakain nang tama, daming aaralin, subsob sa oras ng online class na mabilis pa magturo tapos lapag agad ng quizzes and exams after class. Wala pang consideration kaya late nakapagpasa ng exam. 
Pasensya na Ma’am ha? Pa-rant lang ang estudyante mo.",2,,tl
482,2021-09-13 14:48:58+00:00,jhozAqoh,"Good night mds pagod may online class pa kmi ng anak ko hehehe

#MayDon 
#MaymayEntrata 
#DonnyPangilinan",5,"['MayDon', 'MaymayEntrata', 'DonnyPangilinan']",tl
483,2021-09-13 14:19:10+00:00,OhOhBrat,Yikes. Paubos na data allocation ko? Yawa man ning online class oi maka ubos ng data.,0,,tl
484,2021-09-13 13:54:37+00:00,jstnclydvdl,Nakapag inom panga eh parang walang online class bukas ah HAHAHA,0,,tl
485,2021-09-13 13:08:09+00:00,cornitaamdrei,Tinood gud diay nga basta ga online class wanay uso ligo,0,,tl
486,2021-09-13 13:05:01+00:00,drinkingcali,Maybe their just using me as for this online class shits,0,,en
487,2021-09-13 11:52:16+00:00,jonnaemarilagn1,Ka antok online class 😂,0,,en
488,2021-09-13 10:19:58+00:00,maarkndr,ang sweet ni mama nagpakabit ngayon ng bagong internet para daw sa online class ko😭😭😭😭,0,,tl
489,2021-09-13 09:12:50+00:00,superpaulove,Start na ng Online Class wala ako sa bahay lagi para mag bunganga! 😂,0,,tl
490,2021-09-13 08:37:28+00:00,rckyrbb,online class is slowly draining me physically and mentally,2,,en
491,2021-09-13 07:26:57+00:00,aileeenaaasn,Taena alam ng may klase ako uutusan pko PUTANGINA DINA NAKAKATUWA KALA NAMN NYA PARANG SHS KO PREN YUNG ONLINE CLASS KO NGAYON COLLEGE PUNYETA,1,,tl
492,2021-09-13 07:18:30+00:00,taehkoo_ot7,"Parang di pa ko ready sa online class qhooo!! HAHAHAHA

Yung utak ko, tulog pa! HAHAHA",0,,tl
493,2021-09-13 05:57:04+00:00,johnmarkadan2,unang online class hahahaha,0,,tl
494,2021-09-13 05:32:28+00:00,jenrubychaeng,"Putekk may Online class ako,
Kayo inaatupag ko!!😭😭 
#JENLISA https://t.co/7pLSKC61NN",1,['JENLISA'],tl
495,2021-09-13 04:37:47+00:00,Chrmnsbtd,Ang online class maka pagutom.,2,,tl
496,2021-09-13 04:36:30+00:00,QJunler,minsan lang umingay mess sa online class pa,0,,tl
497,2021-09-13 02:36:01+00:00,darylblake09,Ewan ko lang kung may natututunan ang mga estudyante sa modules. Online/zoom class pwede pa. #EducCrisisPH https://t.co/zP0kReH3Le,0,['EducCrisisPH'],tl
498,2021-09-13 02:30:51+00:00,IamMoniqa6198,@SKYserves hi. our internet is down for an hour already and my son has online class. no. service interruption update received,0,,en
499,2021-09-13 02:27:05+00:00,gnehs1721,- online class pa more! Parang balik school din mga parents 🤣🤦🏻‍♀️,3,,tl
500,2021-09-13 01:18:54+00:00,cthrngnl,Wala namang pinanganak na mulat sa realidad pero sana kuya ma-realize mo na there's something wrong sa current education system natin lalong-lalo na ngayong online class. Ayun lang. Have a nice day.,0,,tl
501,2021-09-13 01:09:20+00:00,wjthal,online class na hahahha https://t.co/TooJuHYCe9,0,,tl
502,2021-09-13 01:06:52+00:00,itsmejuaquin,"akoy ginagawa lang mang-mang ng online class, deped gusto nyo yon?",4,,tl
503,2021-09-12 23:53:55+00:00,ITSMEASHIE21,Iba talaga ang kaba pag online class HAHAHA,0,,tl
504,2021-09-12 23:47:18+00:00,lourvshlmy1,@GiveAwayHost @ShinobiOfCrypto I'm hoping to win this phone to use for my online class https://t.co/2ERXKkoMTA,0,,en
505,2021-09-12 23:21:55+00:00,kristinapaay,"Sabay na 8am yung online class nung dalawang tukmol. As a mabuting ate, ready na kong patayin yung wifi. 😹",1,,tl
506,2021-09-12 23:11:14+00:00,wjthal,online class https://t.co/Uvzf5Mb4j4,0,,en
507,2021-09-12 22:53:07+00:00,Jograt29,Eto na nga po online class na din kakatamad HAHAHAHA,0,,tl
508,2021-09-12 22:19:41+00:00,_johnthoughts,online class is waving. 1st day of being a 2nd year student. paytinggg,0,,en
509,2021-09-12 19:41:30+00:00,Kim_costelo14,may online class pala ko,0,,tl
510,2021-09-12 17:57:15+00:00,amad_shane1,1;56 am mornight ihave online class 🥺❣️,0,,en
511,2021-09-12 16:41:41+00:00,_justdeyb,Naga wonder jud ko nganong kaya sa uban nga isabay ang online class tas work pero nganong ako dili hays sguro tungod pud nis lain among sitwasyon or status sa work kay kung sa amoa lang grabe ka power jud lupig pay robot kung magduty🥺 lami unta kaayo mo skwelag balik kaso lang🥺,1,,tl
512,2021-09-12 16:10:24+00:00,djubimille,"grabe salamat sa mga nag mine subong nga gab i, y'all made my day! 🥺❤️ super happy ko kay makabakal na ko laptop charger para sa online class 🤧 (reason why nag live selling ako) the Lord always provide ged! God bless you all. ❤️",3,,tl
513,2021-09-12 06:51:32+00:00,Hosueeeeeeee,animal kung dili mag online class di madeans lister inin ako manghod hahahahha makaproud,1,,tl
514,2021-09-12 02:49:24+00:00,LiiLablii,Online Class yern ? 😂 https://t.co/GRVxkAmmMk,2,,en
515,2021-09-12 01:06:16+00:00,lourvshlmy1,@GiveAwayHost @MXSSamurai_ Hoping to win this phone for my online class https://t.co/xPGYd4qnqh,0,,en
516,2021-09-11 18:04:33+00:00,iamhirokitty,"Looking for some form of savings or investment? 

Don’t forget that investing in yourself is the most important investment. Go ahead and read that book, take that running habit or enroll yourself in an online class or certification! 
#BlessedSunday #HowToInvest https://t.co/nObLdDbK2B",0,"['BlessedSunday', 'HowToInvest']",en
517,2021-09-11 10:09:52+00:00,jhrmglbn,Kaloy-i sa akong selpon last nga tuig na bitaw sa online class,1,,tl
518,2021-09-11 07:49:43+00:00,itsokayee_,Bwesit abo gali gwapo sa lower years hahahahaha. Hay paano online class haha di ta kahunting gwapo sa building pati sa Vet Med building haha char tuon mayad Kaye,1,,tl
519,2021-09-11 06:14:54+00:00,Jophett1719,Online class or cyber? 😂 https://t.co/MQ3dDFLkh0,4,,en
520,2021-09-11 06:05:37+00:00,wayne_angelo,Grabe yung online class namin sa module 2. Ang higpit sa sched. 😂,0,,tl
521,2021-09-11 04:19:27+00:00,OhOhBrat,Watching Black Widow while online class hahaha,0,,en
522,2021-09-11 03:19:42+00:00,lourvshlmy1,@Bang_Garr @Bitcashpay1 @outrace_Jelo I'm hoping to win this cellphone to use for my online class https://t.co/HSTcDdVXf0,0,,en
523,2021-09-11 00:12:39+00:00,lourvshlmy1,@kimipromotes @TheNFTGuyy @NFTBagger @Covenant_Token @TokenTanks Done following all the rules. Hoping to win this cellphone for my online class https://t.co/F1BZiLmXjl,0,,en
524,2021-09-10 13:22:27+00:00,Loveins10,"Real talk namiss ko ang life sa isolation center like pirti ka tawhay, kung waay lang gid ko online class masugot nalang gid satung nurse nga mali bilang niya sang days 🥲🤪",1,,tl
525,2021-09-10 13:02:39+00:00,Mrvculitin,@superedz @xljxhn31 sabihin naman nila binabash natin sila at online class sila nagdean's lister hahahahaha kumusta kaya ang list ng removal? meron pa vah ngayon? HAHAHA,0,,tl
526,2021-09-10 12:47:09+00:00,Mrvculitin,Siguro kung online class kami before leveling kami ni miss wong EMSZ HAHAHAHAHA,9,,tl
527,2021-09-10 11:24:57+00:00,itsme_mrkplm,Grabeeeee diko na kinakaya tong ONLINE CLASS NA TO!,1,,tl
528,2021-09-10 10:37:05+00:00,ldyjoannecllrn,"43% nalang, sana abutin pa bukas pang online class HAHAHA",0,,tl
529,2021-09-10 09:22:53+00:00,lourvshlmy1,@yumcrypto @hanjimin2010 @goodso1992 Hoping to win this cellphone for my online class 😭😭 my phone that I'm using right now is broken so I am hoping to win this. https://t.co/JYXVXBUXlm,0,,en
530,2021-09-10 09:16:15+00:00,lourvshlmy1,"@jiims @metamantra Done na ate.
Nawala Yung entry ko huhuhu nakailang comment na pa mandin Ako dito.
Sana manalo para pang online class ko https://t.co/NXM8ZS8sjc",0,,tl
531,2021-09-10 07:39:07+00:00,d_carao15,Piste jud aning online class di ta makasuod ug classmate.,1,,tl
532,2021-09-10 07:22:10+00:00,mismoooooo,buti nalang graduate na ko di nako mahihirapan makipag digmaan sa napakabagal na internet connection para lang makaattend sa online class,0,,tl
533,2021-09-10 03:44:19+00:00,SAMJEYBTS,"PAANO MAGMULTI TASK NETO?!?
-LALISA Live on tiktok
-LALISA release MV
-BTS premiere party
-Online class
☹️",1,,tl
534,2021-09-10 03:10:36+00:00,imjaytrabuco,"@allenlemence may time for creativity and fun, and online class is not one of them.",0,,en
535,2021-09-09 08:50:03+00:00,DionPorcy,Online class ft. Hepa https://t.co/TVCUVP2G3c,2,,en
536,2021-09-09 06:04:10+00:00,ispildatea,Ang online class ay parang jowa hindi dapat pinagsasabay sabay. - Prof. Lozano (Broken ata professor namin) 🤡,2,,tl
537,2021-09-09 05:51:11+00:00,balerii20,kaloka yung nanay ko best in utos talaga pag may online class na,0,,tl
538,2021-09-09 04:57:56+00:00,dainekler,Meetings + Online Class today. Kaya pa ba? Hahaha!,0,,en
539,2021-09-09 04:11:46+00:00,aruyalangelica,Online class pa more. Kapooy,0,,tl
540,2021-09-09 02:36:53+00:00,dailyjayvz,"Kakaantok ang zoom class. Sana nag video na lang, tas upload nyo sa online class. Para pwede mag fast forward or I pause kung inaantok na.",0,,tl
541,2021-09-09 00:46:40+00:00,wjthal,online class https://t.co/QIgMATY1Xn,0,,en
542,2021-09-08 10:10:50+00:00,eijeeeeei,"Yung online class kayo pero tamad ka hahahahaha 
Jin: students be like 😂😂😂 https://t.co/KVKgS4MxDE",1,,tl
543,2021-09-08 08:40:18+00:00,keieevasquez,"Day 1 and day 2 of my baby's online class. 😍 Thank you teacher. ☺️ #myschoolboy @ San Pascual, Nueva Ecija, Philippines https://t.co/JVmeRW1VLS",1,['myschoolboy'],en
544,2021-09-08 08:16:16+00:00,GabrielDee1995,@kaizechua @mamshiebang If sila students ko. Indi Pwedi online class lang. meeton ko gd sila personal bahahahahah,1,,tl
545,2021-09-08 06:46:47+00:00,Kayerele,Haaay!!magsugod najd diay mis online class ryng monday puhon!😌🙈,0,,tl
546,2021-09-08 06:04:36+00:00,dudaygpusing,start na bukas ng online class,2,,tl
547,2021-09-08 02:06:59+00:00,cybomunfltrd,Online class yarn? https://t.co/ohikoAWuoj,0,,en
548,2021-09-08 00:21:47+00:00,mongjishie,"Anong minus-minus. Auto rejected sa langit.
Nagpapanic na ko kasi 15mins bago klase ni Chloe, bumalik yung kuryente so di ko alam pano isetup online class nya at wala yung magulang. 🤦‍♀️🤦‍♀️🤦‍♀️
May post pala na walampasoook https://t.co/h3CkjroVgT",0,,tl
549,2021-09-07 23:35:16+00:00,elhalistic_18,Gusto ko maghimog gamay na payag sa among tugkaran kay lami kaayo eh tambay ug eh online class ug maohon.,1,,tl
550,2021-09-07 23:19:54+00:00,bastyiiii,"Negative Energy, bat may online class.",2,,en
551,2021-09-07 22:10:02+00:00,valiriedemarco,online class is making me more and more dumb 🥲,0,,en
552,2021-09-07 15:44:19+00:00,alyannahfabela,@pabloseans ayseg pasanginli online class bes hahahahaha tunga ra gani kas gc mang bulabog HAHAHAHAHAHAHAHA,0,,tl
553,2021-09-07 12:19:06+00:00,userrr0729,kung hindi lang talag online class nag deac nako,0,,tl
554,2021-09-07 12:14:46+00:00,acquiocky,"online class is so damn exhausting. if my tuesday schedule is done physically, i wouldn’t have to worry how tiring it is because i get to have hugs from my favorite people before going home and that is enough to relieve the stress. 😢

perks of having physical touch love language",1,,en
555,2021-09-07 08:38:41+00:00,nialsanchez47,"siguro if may sweldo sa online class, damo gd OT ko 😅",1,,tl
556,2021-09-07 08:19:12+00:00,louiemyrocampo,Shuta dat pala nag online class nalang ako ganon den hahahaha,0,,tl
557,2021-09-07 06:51:23+00:00,MikeV3799,"Talaga naman po ano ,oo , ang ingay po ng kapitbahay namin, may online class po ako meet kami no!!!!",0,,tl
558,2021-09-07 03:16:39+00:00,BacaniAllea,sumasama lang loob ko sa online class na to 🙃,2,,tl
559,2021-09-07 02:40:11+00:00,rbrtmagistrado,@Jasperoidas @Nicayracelis1 Tanga online class ayup,1,,tl
560,2021-09-07 02:22:55+00:00,kimazingV2_o,Animal!!! Gusto ko mangasaba og student pasalamat kay online class kay kung face2face pagali ni katilaw jud ka!,7,,tl
561,2021-09-07 01:58:30+00:00,ssiecka018,"Online class na naman, wala namang baong pera. Mag offline kaya ko. ❤️",2,,tl
562,2021-09-06 17:59:38+00:00,dowmeme14,"Pag ako talaga nag karoon ng online class Billy poco ang motivation namin 🤣

@ENHYPEN_members @BELIFTLAB https://t.co/p2bkgF0D7s",0,,tl
563,2021-09-06 14:53:52+00:00,reidableeee,"bawo smart ngan globe laban la kamo, dire puyde mawara it signal kay na online class in baa yatik, very wrong...",1,,tl
564,2021-09-06 14:29:02+00:00,jujubods,"Badepotta, pwde palan mag-agi ang bagrat sa Bicol Peninsula. Tapos ako, busy sa online class. Ano na?! Warang suspension gov.?! Hahaha",2,,tl
565,2021-09-06 14:20:35+00:00,jujubods,"Time consuming ang handwritten session sa online class. Enebeee, paper less na dapat tayo ngayon. Hmmmn 😬",2,,tl
566,2021-09-06 12:27:32+00:00,MistaleePone,Andaming memes at funny moments ngayon sa mga online class. Lt lahat pareh! 🤣🤣🤣,0,,tl
567,2021-09-06 11:46:35+00:00,kassiieluna,tangena ang lungkot pala ng online class,1,,tl
568,2021-09-06 10:34:26+00:00,ibiong_,"Seriously had a 12:30-5:30pm Non-Stop Online Class Teaching Hours today! THANK GOD☝🏻
No wonder How Unfazed and Enthusiastic I was until I finished my last period. ✨",0,,en
569,2021-09-06 08:52:13+00:00,noturshwtii,"@thewildcatrjela hehehhee kaya mo yan, medyo struggle lang sa online class",1,,tl
570,2021-09-06 08:50:03+00:00,Blanchellaaa,"nagjjok lg naman ako na sira mic ko sa online class, baket nagkatotoo? 🙂👍🏻",0,,tl
571,2021-09-06 07:23:21+00:00,suga_daddii,omg what happened?? i hate online class 😭😭 https://t.co/cq2360SZR3,2,,en
572,2021-09-06 05:21:35+00:00,da_cki3,"me: makabogo jod ning online class ay

also me sa f2f: https://t.co/yWpY4Fc1gD",3,,en
573,2021-09-06 01:25:12+00:00,blstrnairiz,"napakapassionate magturo ng sir barce kahit sobrang hirap ituro ng pang actual field sa online class, gumagawa pa rin ng paraan para kami'y turuan:(",17,,tl
574,2021-09-06 01:20:31+00:00,ImReneRaymundo,"hirap kana sa online class, tapos inconsiderate pa prof mo 🥲",5,,tl
575,2021-09-05 22:39:09+00:00,IlagLeojhon,First day if online class! Ito na ang simula ng pighati!,0,,tl
576,2021-09-05 17:21:56+00:00,ZentPeregrino,Nangangamoy Online class na 👉🏻👈🏻👨🏽‍🎓,0,,tl
577,2021-09-05 15:03:43+00:00,itsmickay,"Gab to Selene.
Gab: pag may tanong si teacher ang sagot mo lagi, yes po teacher.
**during online class**
Teacher: maglalaro ba kayo during class?
Selene: (bida bida pa) YES PO TEACHER.",0,,tl
578,2021-09-05 14:51:14+00:00,rose_curleene,Di pa talaga ako ready sa online class e shet,0,,tl
579,2021-09-05 11:23:35+00:00,BorjaJul,2nd year college na ako bukas online class pa rin 🥴,1,,tl
580,2021-09-05 10:52:27+00:00,kyannskii,Online class nga naman talaga https://t.co/IVTucuJYdT,0,,tl
581,2021-09-05 10:34:09+00:00,panalanginn,CHINAT KO NA KASO TAENA NG ONLINE CLASS PAHIRAP SA BUHAY LETCHE 'di ko malandi potaena,1,,tl
582,2021-09-04 22:34:46+00:00,Climbsterr,"Online class nalang nga, a-absent ka pa ba!? https://t.co/YbSEDNSbur",0,,tl
583,2021-09-04 14:39:14+00:00,kaylrne,Today was tiring. Imagine I attended an online class for my masters w/o electricity. Yet I still gambled going to the beach and nag shat pagka gabie. Take note: I was present for my 3 subjects and submitted all the required activities hahaha. pawer,3,,en
584,2021-09-04 11:17:13+00:00,dmchimmy09,KOREAN ONLINE CLASS KAHIT MAY SPRAIN HUHUHU IYAAAAAK 😭😭💔💔💔,0,,tl
585,2021-09-04 10:47:50+00:00,JannahMiaa,online class sa balibulan🤣,2,,tl
586,2021-09-04 04:03:13+00:00,rndllrz,"Buti na lang talaga walang online class ngayong umaga, at nakapgenroll pa muna ako ng mga SPA students.",0,,tl
587,2021-09-04 00:02:24+00:00,heyimjanP,Sa online class kaya pwde din tumakas? Nakapag attendance na ko e,0,,tl
588,2021-09-03 23:49:32+00:00,JeromeBarcelona,Mukhang negats ang aking 8-10 am na online class.,3,,tl
589,2021-09-03 17:48:35+00:00,armeezzhang,Pang gabi ako? Hindi ako inaantok talaga. Tapos bukas online class.,0,,tl
590,2021-09-03 15:07:59+00:00,aybzs,1 month nga way trung anay nga klase pls🤧 d gd ko mka focus online class sa office ba,0,,tl
591,2021-09-03 15:00:10+00:00,wameeeeeeel,@ljalodo16 kita ni nanay situation ko kanina sa online class HAHAHAH,1,,tl
592,2021-09-03 12:29:02+00:00,wayne_angelo,Medyo mahigpit prof namin ngayong module 2. Kailangan always open ang camera sa online class.,0,,tl
593,2021-09-03 12:24:10+00:00,ImReneRaymundo,tanginaaaa!!! ayoko na mag online class 😭,0,,tl
594,2021-09-03 11:50:45+00:00,_zeygeesi,"Shutang online class to tuwing Friday patungong langit e, 13 hrs tapat sa PC amp.",0,,tl
595,2021-09-03 11:14:36+00:00,junethcarla2,gusto kong mag stop next year. Idunno but di ko na feel mag online class. Lord pls give me a sign if mag stop ba ako or nah.,1,,tl
596,2021-09-03 10:28:47+00:00,jebeccanight,affected pa rin talaga ng weather kahit online class. so nacut yung class namin bcos blackout and di ko na finorce na ituloy knowing na most of my students e nasa labas ng bahay para sa signal.,1,,tl
597,2021-09-03 10:03:13+00:00,waskinyyy,Seryoso man kay ko sakong online class rn uy,0,,tl
598,2021-09-03 06:57:52+00:00,Askmesolutions,#PLDT sucks!!!! sobrang tagal anf serbisyo...more than 24 hours di pa na repair!!! Bayad namin on time pero kung may maintenance repair ang tagal!!! Kung may globe dito sa area namin mag transfer ako!!! Online class anak ko 2 days na absent shit!!!!,0,['PLDT'],tl
599,2021-09-03 04:23:39+00:00,lourvshlmy1,"Few more days to go and our Online class will start, and here I am still not ready to continue.",0,,en
600,2021-09-03 03:33:28+00:00,Emmanregondola,Online class done!,0,,en
601,2021-09-03 02:28:44+00:00,alalulay,Grabe kinakabhan ako magreport parang gusto ko n lng wag umattend ng online class hahahah,1,,tl
602,2021-09-03 01:33:45+00:00,Robert_Cabanda,"How ironic, naay mga Prof an standard na dapat himoon nan student is pang F2F while ila teaching performance pan online class ra. Hmmmmmmmm? 🤔",4,,tl
603,2021-09-03 01:21:40+00:00,Emmanregondola,Kala ko sa 6 of sept pa yung simula ng online class,0,,tl
604,2021-09-03 01:21:05+00:00,Emmanregondola,Ang aga naman ng online class,0,,tl
605,2021-09-02 09:02:25+00:00,armm_04,ang pila ko ka bulan nga pa tambok gn bawi lng sang 2weeks nga online class &lt;/333 😃,1,,tl
606,2021-09-02 00:10:57+00:00,jheo18,Online class be like .. Tapos may hangover pa 😅😄 https://t.co/Ck3Mv3YRN6,0,,en
607,2021-09-01 16:27:08+00:00,iampsyluck_2,I can't wait 😩 This will serve as my rest talaga sa online class 🌻 https://t.co/UvCQZdBywa,0,,en
608,2021-09-01 15:09:38+00:00,iamjaselreyes,nagluto ako baby potatoes para sana snack ko habang online class pero naubos ko din ngayon galing :&gt;,2,,tl
609,2021-09-01 12:33:17+00:00,iamjerryish,Daw di pa ko ready magpa enroll ya. Di ko gusto mag online class abi. Tani ma face to face na lang kung gamay man lang kami. Tsk,0,,tl
610,2021-09-01 10:34:19+00:00,maaaaarjuuuuun,Malapit na mag online class tas wala pa rin akong maayos na internet!,1,,tl
611,2021-09-01 08:41:53+00:00,lourvshlmy1,"@jiims @metamantra Done.
Sana mapili for online class https://t.co/Au32RQwafM",0,,en
612,2021-09-01 06:13:51+00:00,lourvshlmy1,"@jiims @metamantra Done.
Sana mapili for online class. https://t.co/S4p375ORcM",0,,en
613,2021-09-01 05:39:53+00:00,christian_ondoy,Woy naunsa naman ning online class namo? Way code.🙂,0,,tl
614,2021-09-01 04:58:41+00:00,alyanasantos14,Ayaw na umalis ni bullet sakin 🥺 ang cuteee kasama ko siya habang mag online class 🥺❤️,0,,tl
615,2021-09-01 04:31:27+00:00,imdyineer,Tulungan niyo naman akong intindihin kapatid ko when it comes to his online class. Kasstart palang niya ubos na pasensiya ko. Naiiyak ako. 😭😭😭,3,,tl
616,2021-09-01 04:31:07+00:00,AAustineL,Ang scary pala mag joke sa online class. Di mo sure kung natatawa ba sila o ano e 😵😭,0,,tl
617,2021-09-01 02:55:40+00:00,MadroneroJenel,The online class makes you change profile pictures more often than you used to. I'm running out of photos rn 😬😬,3,,en
618,2021-09-01 01:19:23+00:00,eluisamaerabas,Yung online class na nga nalalate ka parin.,3,,tl
619,2021-08-31 23:47:21+00:00,kolochecheritaa,"yung kapatid ko strt na ng online class, ako work from home na ulit 😢",1,,tl
620,2021-08-31 22:43:55+00:00,MaeeeMercado,Thank you po Lord for having this feeling 😇 Yung excited ka pumasok araw araw at makinig kahit na mahirap dahil online class lang.,0,,tl
621,2021-08-31 22:41:54+00:00,mckoijabines,6:30am online class 😴😴 https://t.co/PZEkBkg2eQ,3,,en
622,2021-08-31 15:14:42+00:00,itsalyssatejada,"malapit na ako mabaliw sa online class na to, 2 linggo pa lang 😐",1,,tl
623,2021-08-31 13:58:04+00:00,ixxpnglinn,"kung hanggang 3rd year college online class pa din, I'll stop diko na keri isa pang taon",1,,tl
624,2021-08-31 11:45:45+00:00,lindsleyym,"lapit na online class, puro libot nasa utak ko 🙃",0,,tl
625,2021-08-31 11:21:17+00:00,RORoroororoR10,I can say na lisod kaayo sa akong situation ning online class. 🥺😢,1,,tl
626,2021-08-31 07:51:34+00:00,nickbdumular,Nakatulog naba kayo habang ongoing yung online class? 😭,0,,tl
627,2021-08-31 07:40:40+00:00,mikaiicolina_,Hilo na kanina eh may online class tapos may inuutos pa anuena 🙇🏻‍♀️,0,,tl
628,2021-08-31 06:16:50+00:00,itsmejomartiie,"akala ko ba ang reporting is f2f lang , y pati online class mag papareport pa haba pa pati umay:&lt;",0,,tl
629,2021-08-31 05:05:42+00:00,Dannnsalazar,"Complete grades na iba naming ka-batch, habang kami, eto may online class pa bukas. 😩",6,,tl
630,2021-08-31 05:05:24+00:00,Leofrdrck,@JohnCarloAlegr1 @MaweChua Pwede naman mag online class don,0,,tl
631,2021-08-30 23:25:51+00:00,mjmacaruls,tamad mag online class aba HAHAHAHA,4,,tl
632,2021-08-30 09:21:00+00:00,katlinaaaaa_ab,"2 weeks nalang may klase na tapos blonde pa rin ako, first day of online class nasa guidance meeting ako.",0,,tl
633,2021-08-29 17:14:07+00:00,kmplcd,Bat parang bigla akong nagsisi na pinindot ko yung enroll. Choz HAHAHAHAH potah seryoso ba mag 3rd yr college na ako. Halos buong 2nd year ko online class lang tas half ng 1 yr ko parang wala lang. Free trial lang siguro yung f2f sa college ganon?,0,,tl
634,2021-08-29 14:31:32+00:00,nalipatatasss,"gagi nag-iisip ako na wag na muna umattend sa online class namin bukas. pero narinig ko pinsan ko kumakanta ng you raise me up 😭 Lord, sorry. aattend na po promise 😭😭😭😭😭😭😭😭😭😭",0,,tl
635,2021-08-29 13:41:20+00:00,ArgieComa,@KM_Jessica_Soho #KMJS wow galing ang nakaisip nyan..pwedi nang makatulong sa gumagamit online sa paghahanap buhay at sa pag-online class.,0,['KMJS'],tl
636,2021-08-29 12:47:31+00:00,lyssxjnsrs,yayyy no online class for tom,3,,en
637,2021-08-29 08:17:32+00:00,aintloyy,Bumili ng headset si mama para sa laptop online class pero.. pang online games yung headset nakakaattract maglaro tuloy,3,,tl
638,2021-08-29 02:28:23+00:00,ruzzeeeel,"grabe yung antok ko ngayon. taenang online class kasi na 'to, bakit 5 pm parati ang end.",0,,tl
639,2021-08-28 23:46:24+00:00,chinabitme,Kamiss mga kaibigan kong makukulit sa online class,0,,tl
640,2021-08-28 16:27:17+00:00,nacuavj,"Since close man mga salon, kay magpa thread unta kos ako kilay, so, my inexperienced stupid self nag ibot2 sa kilay atm. Time check 12:27am, and guess what HAHAHAHAHAHAHAHAHA ofc wala nagkadimao🙈 lerd pwede mag sunglasses ig online class HAHAHA",2,,tl
